Patient Cost (5-AVG);;;;;;AED Cost (5-AVG);;;;;
Proximity;Path;Diff.;%;;;Proximity;Path;Diff.;%;;
60,40;60,40;0,00;0,0%;;;242,60;226,00;16,60;6,8%;;
61,60;61,60;0,00;0,0%;;;231,40;215,60;15,80;6,8%;;
43,80;43,80;0,00;0,0%;;;296,00;275,80;20,20;6,8%;;
45,40;45,40;0,00;0,0%;;;291,40;271,80;19,60;6,7%;;
77,00;77,00;0,00;0,0%;;;143,00;133,40;9,60;6,7%;;
127,60;127,60;0,00;0,0%;;;236,60;220,80;15,80;6,7%;;
44,80;44,80;0,00;0,0%;;;93,40;87,20;6,20;6,6%;;
117,00;117,00;0,00;0,0%;;;226,20;211,20;15,00;6,6%;;
76,00;76,00;0,00;0,0%;;;99,80;93,20;6,60;6,6%;;
74,20;74,20;0,00;0,0%;;;127,40;119,00;8,40;6,6%;;
92,00;92,00;0,00;0,0%;;;106,80;99,80;7,00;6,6%;;
62,40;62,40;0,00;0,0%;;;262,80;245,60;17,20;6,5%;;
94,40;94,40;0,00;0,0%;;;262,80;245,60;17,20;6,5%;;
128,60;128,60;0,00;0,0%;;;85,60;80,00;5,60;6,5%;;
72,40;72,40;0,00;0,0%;;;193,60;181,00;12,60;6,5%;;
87,60;87,60;0,00;0,0%;;;637,80;596,60;41,20;6,5%;;
134,20;134,20;0,00;0,0%;;;236,60;221,40;15,20;6,4%;;
48,20;48,20;0,00;0,0%;;;196,40;183,80;12,60;6,4%;;
32,80;32,80;0,00;0,0%;;;121,80;114,00;7,80;6,4%;;
61,80;61,80;0,00;0,0%;;;733,40;686,60;46,80;6,4%;;
50,60;50,60;0,00;0,0%;;;87,80;82,20;5,60;6,4%;;
71,60;71,60;0,00;0,0%;;;481,80;451,20;30,60;6,4%;;
22,40;22,40;0,00;0,0%;;;148,20;138,80;9,40;6,3%;;
41,40;41,40;0,00;0,0%;;;98,00;91,80;6,20;6,3%;;
42,00;42,00;0,00;0,0%;;;536,20;502,60;33,60;6,3%;;
47,80;47,80;0,00;0,0%;;;143,80;134,80;9,00;6,3%;;
79,40;79,40;0,00;0,0%;;;205,40;192,60;12,80;6,2%;;
86,40;86,40;0,00;0,0%;;;106,00;99,40;6,60;6,2%;;
46,20;46,20;0,00;0,0%;;;193,20;181,20;12,00;6,2%;;
78,60;78,60;0,00;0,0%;;;265,00;248,60;16,40;6,2%;;
70,40;70,40;0,00;0,0%;;;168,20;157,80;10,40;6,2%;;
70,20;70,20;0,00;0,0%;;;78,20;73,40;4,80;6,1%;;
55,60;55,60;0,00;0,0%;;;174,00;163,40;10,60;6,1%;;
156,60;156,60;0,00;0,0%;;;326,60;306,80;19,80;6,1%;;
65,20;65,20;0,00;0,0%;;;221,20;207,80;13,40;6,1%;;
61,60;61,60;0,00;0,0%;;;122,20;114,80;7,40;6,1%;;
42,80;42,80;0,00;0,0%;;;479,80;450,80;29,00;6,0%;;
22,40;22,40;0,00;0,0%;;;169,00;158,80;10,20;6,0%;;
45,40;45,40;0,00;0,0%;;;180,80;170,00;10,80;6,0%;;
56,80;56,80;0,00;0,0%;;;375,20;352,80;22,40;6,0%;;
81,80;81,80;0,00;0,0%;;;195,40;183,80;11,60;5,9%;;
85,40;85,40;0,00;0,0%;;;128,20;120,60;7,60;5,9%;;
89,60;89,60;0,00;0,0%;;;193,00;181,60;11,40;5,9%;;
91,80;91,80;0,00;0,0%;;;179,00;168,60;10,40;5,8%;;
94,40;94,40;0,00;0,0%;;;289,20;272,40;16,80;5,8%;;
98,20;98,20;0,00;0,0%;;;148,60;140,00;8,60;5,8%;;
80,40;80,40;0,00;0,0%;;;145,80;137,40;8,40;5,8%;;
75,80;75,80;0,00;0,0%;;;237,20;223,60;13,60;5,7%;;
46,00;46,00;0,00;0,0%;;;140,40;132,40;8,00;5,7%;;
68,20;68,20;0,00;0,0%;;;109,20;103,00;6,20;5,7%;;
75,40;75,40;0,00;0,0%;;;211,40;199,40;12,00;5,7%;;
64,40;64,40;0,00;0,0%;;;194,80;183,80;11,00;5,6%;;
74,60;74,60;0,00;0,0%;;;537,80;507,60;30,20;5,6%;;
55,40;55,40;0,00;0,0%;;;389,20;367,40;21,80;5,6%;;
80,40;80,40;0,00;0,0%;;;82,20;77,60;4,60;5,6%;;
19,00;19,00;0,00;0,0%;;;129,00;121,80;7,20;5,6%;;
70,40;70,40;0,00;0,0%;;;284,60;268,80;15,80;5,6%;;
39,80;39,80;0,00;0,0%;;;137,00;129,40;7,60;5,5%;;
203,60;203,60;0,00;0,0%;;;94,00;88,80;5,20;5,5%;;
35,00;35,00;0,00;0,0%;;;286,20;270,40;15,80;5,5%;;
61,80;61,80;0,00;0,0%;;;337,40;318,80;18,60;5,5%;;
40,60;40,60;0,00;0,0%;;;345,20;326,20;19,00;5,5%;;
144,60;144,60;0,00;0,0%;;;116,40;110,00;6,40;5,5%;;
69,20;69,20;0,00;0,0%;;;393,20;371,60;21,60;5,5%;;
35,40;35,40;0,00;0,0%;;;237,40;224,40;13,00;5,5%;;
65,00;65,00;0,00;0,0%;;;300,00;283,60;16,40;5,5%;;
62,20;62,20;0,00;0,0%;;;352,20;333,00;19,20;5,5%;;
30,40;30,40;0,00;0,0%;;;166,20;157,20;9,00;5,4%;;
53,60;53,60;0,00;0,0%;;;100,80;95,40;5,40;5,4%;;
56,60;56,60;0,00;0,0%;;;481,40;456,00;25,40;5,3%;;
85,00;85,00;0,00;0,0%;;;287,00;272,00;15,00;5,2%;;
106,60;106,60;0,00;0,0%;;;176,20;167,00;9,20;5,2%;;
50,40;50,40;0,00;0,0%;;;95,80;90,80;5,00;5,2%;;
70,00;70,00;0,00;0,0%;;;134,60;127,60;7,00;5,2%;;
40,80;40,80;0,00;0,0%;;;266,40;252,60;13,80;5,2%;;
43,40;43,40;0,00;0,0%;;;232,60;220,60;12,00;5,2%;;
27,40;27,40;0,00;0,0%;;;186,20;176,60;9,60;5,2%;;
77,00;77,00;0,00;0,0%;;;120,80;114,60;6,20;5,1%;;
53,60;53,60;0,00;0,0%;;;318,60;302,40;16,20;5,1%;;
158,80;158,80;0,00;0,0%;;;94,40;89,60;4,80;5,1%;;
39,40;39,40;0,00;0,0%;;;299,00;283,80;15,20;5,1%;;
42,20;42,20;0,00;0,0%;;;327,80;311,20;16,60;5,1%;;
70,20;70,20;0,00;0,0%;;;95,00;90,20;4,80;5,1%;;
69,80;69,80;0,00;0,0%;;;114,80;109,00;5,80;5,1%;;
61,40;61,40;0,00;0,0%;;;143,00;135,80;7,20;5,0%;;
249,20;249,20;0,00;0,0%;;;103,80;98,60;5,20;5,0%;;
36,00;36,00;0,00;0,0%;;;199,60;189,80;9,80;4,9%;;
29,80;29,80;0,00;0,0%;;;110,80;105,40;5,40;4,9%;;
44,00;44,00;0,00;0,0%;;;87,20;83,00;4,20;4,8%;;
68,20;68,20;0,00;0,0%;;;125,40;119,40;6,00;4,8%;;
69,40;69,40;0,00;0,0%;;;96,40;91,80;4,60;4,8%;;
38,60;38,60;0,00;0,0%;;;153,00;145,80;7,20;4,7%;;
37,00;37,00;0,00;0,0%;;;204,20;194,60;9,60;4,7%;;
76,80;76,80;0,00;0,0%;;;260,40;248,20;12,20;4,7%;;
40,40;40,40;0,00;0,0%;;;348,20;332,00;16,20;4,7%;;
50,60;50,60;0,00;0,0%;;;203,20;193,80;9,40;4,6%;;
70,40;70,40;0,00;0,0%;;;170,80;163,00;7,80;4,6%;;
112,60;112,60;0,00;0,0%;;;135,80;129,60;6,20;4,6%;;
52,80;52,80;0,00;0,0%;;;136,20;130,00;6,20;4,6%;;
42,80;42,80;0,00;0,0%;;;127,60;121,80;5,80;4,5%;;
47,00;47,00;0,00;0,0%;;;165,80;158,40;7,40;4,5%;;
46,40;46,40;0,00;0,0%;;;139,20;133,00;6,20;4,5%;;
60,00;60,00;0,00;0,0%;;;76,40;73,00;3,40;4,5%;;
106,20;106,20;0,00;0,0%;;;229,80;219,60;10,20;4,4%;;
52,40;52,40;0,00;0,0%;;;198,40;189,60;8,80;4,4%;;
46,40;46,40;0,00;0,0%;;;159,00;152,00;7,00;4,4%;;
57,60;57,60;0,00;0,0%;;;274,20;262,20;12,00;4,4%;;
93,60;93,60;0,00;0,0%;;;56,20;53,80;2,40;4,3%;;
46,40;46,40;0,00;0,0%;;;75,60;72,40;3,20;4,2%;;
110,20;110,20;0,00;0,0%;;;108,80;104,20;4,60;4,2%;;
64,00;64,00;0,00;0,0%;;;253,00;242,40;10,60;4,2%;;
57,40;57,40;0,00;0,0%;;;248,40;238,20;10,20;4,1%;;
100,60;100,60;0,00;0,0%;;;152,80;146,60;6,20;4,1%;;
70,20;70,20;0,00;0,0%;;;59,40;57,00;2,40;4,0%;;
231,60;231,60;0,00;0,0%;;;153,80;147,60;6,20;4,0%;;
55,00;55,00;0,00;0,0%;;;134,20;128,80;5,40;4,0%;;
132,20;132,20;0,00;0,0%;;;564,40;541,80;22,60;4,0%;;
80,20;80,20;0,00;0,0%;;;125,00;120,20;4,80;3,8%;;
65,60;65,60;0,00;0,0%;;;110,40;106,20;4,20;3,8%;;
78,40;78,40;0,00;0,0%;;;348,80;335,60;13,20;3,8%;;
61,60;61,60;0,00;0,0%;;;170,40;164,00;6,40;3,8%;;
62,80;62,80;0,00;0,0%;;;283,00;272,40;10,60;3,7%;;
60,40;60,40;0,00;0,0%;;;61,00;58,80;2,20;3,6%;;
102,80;102,80;0,00;0,0%;;;392,60;378,60;14,00;3,6%;;
52,00;52,00;0,00;0,0%;;;67,60;65,20;2,40;3,6%;;
107,20;107,20;0,00;0,0%;;;434,00;418,60;15,40;3,5%;;
35,20;35,20;0,00;0,0%;;;62,80;60,60;2,20;3,5%;;
67,40;67,40;0,00;0,0%;;;85,80;82,80;3,00;3,5%;;
88,00;88,00;0,00;0,0%;;;527,20;508,80;18,40;3,5%;;
39,00;39,00;0,00;0,0%;;;216,60;209,20;7,40;3,4%;;
102,20;102,20;0,00;0,0%;;;154,20;149,00;5,20;3,4%;;
136,60;136,60;0,00;0,0%;;;219,40;212,20;7,20;3,3%;;
57,80;57,80;0,00;0,0%;;;205,20;198,60;6,60;3,2%;;
48,80;48,80;0,00;0,0%;;;325,80;315,40;10,40;3,2%;;
57,60;57,60;0,00;0,0%;;;107,80;104,40;3,40;3,2%;;
90,20;90,20;0,00;0,0%;;;135,40;131,20;4,20;3,1%;;
71,40;71,40;0,00;0,0%;;;104,00;100,80;3,20;3,1%;;
76,20;76,20;0,00;0,0%;;;228,60;221,60;7,00;3,1%;;
59,60;59,60;0,00;0,0%;;;78,80;76,40;2,40;3,0%;;
26,60;26,60;0,00;0,0%;;;164,60;159,60;5,00;3,0%;;
45,00;45,00;0,00;0,0%;;;125,60;121,80;3,80;3,0%;;
61,80;61,80;0,00;0,0%;;;139,20;135,00;4,20;3,0%;;
45,60;45,60;0,00;0,0%;;;79,60;77,20;2,40;3,0%;;
50,80;50,80;0,00;0,0%;;;153,00;148,40;4,60;3,0%;;
48,60;48,60;0,00;0,0%;;;75,00;72,80;2,20;2,9%;;
70,80;70,80;0,00;0,0%;;;123,40;119,80;3,60;2,9%;;
30,60;30,60;0,00;0,0%;;;125,20;121,80;3,40;2,7%;;
88,20;88,20;0,00;0,0%;;;96,00;93,40;2,60;2,7%;;
43,80;43,80;0,00;0,0%;;;149,20;145,20;4,00;2,7%;;
94,80;94,80;0,00;0,0%;;;128,00;124,60;3,40;2,7%;;
50,80;50,80;0,00;0,0%;;;98,40;95,80;2,60;2,6%;;
69,40;69,40;0,00;0,0%;;;152,20;148,20;4,00;2,6%;;
91,20;91,20;0,00;0,0%;;;160,00;155,80;4,20;2,6%;;
95,40;95,40;0,00;0,0%;;;84,40;82,20;2,20;2,6%;;
73,60;73,60;0,00;0,0%;;;107,60;104,80;2,80;2,6%;;
115,60;115,60;0,00;0,0%;;;123,20;120,00;3,20;2,6%;;
46,80;46,80;0,00;0,0%;;;85,60;83,40;2,20;2,6%;;
25,40;25,40;0,00;0,0%;;;152,40;148,60;3,80;2,5%;;
82,60;82,60;0,00;0,0%;;;126,80;123,80;3,00;2,4%;;
44,80;44,80;0,00;0,0%;;;76,20;74,40;1,80;2,4%;;
44,40;44,40;0,00;0,0%;;;59,40;58,00;1,40;2,4%;;
46,20;46,20;0,00;0,0%;;;119,20;116,40;2,80;2,3%;;
82,60;82,60;0,00;0,0%;;;256,60;250,60;6,00;2,3%;;
98,60;98,60;0,00;0,0%;;;125,60;122,80;2,80;2,2%;;
82,40;82,40;0,00;0,0%;;;140,40;137,40;3,00;2,1%;;
35,00;35,00;0,00;0,0%;;;206,20;201,80;4,40;2,1%;;
63,20;63,20;0,00;0,0%;;;245,40;240,20;5,20;2,1%;;
91,80;91,80;0,00;0,0%;;;171,80;168,20;3,60;2,1%;;
62,20;62,20;0,00;0,0%;;;67,00;65,60;1,40;2,1%;;
33,00;33,00;0,00;0,0%;;;363,80;356,40;7,40;2,0%;;
60,60;60,60;0,00;0,0%;;;363,80;356,40;7,40;2,0%;;
30,80;30,80;0,00;0,0%;;;148,00;145,00;3,00;2,0%;;
82,60;82,60;0,00;0,0%;;;71,00;69,60;1,40;2,0%;;
51,80;51,80;0,00;0,0%;;;111,80;109,60;2,20;2,0%;;
32,60;32,60;0,00;0,0%;;;102,80;100,80;2,00;1,9%;;
87,60;87,60;0,00;0,0%;;;207,20;203,20;4,00;1,9%;;
65,00;65,00;0,00;0,0%;;;393,80;386,40;7,40;1,9%;;
112,20;112,20;0,00;0,0%;;;571,60;561,60;10,00;1,7%;;
74,80;74,80;0,00;0,0%;;;120,00;118,00;2,00;1,7%;;
74,60;74,60;0,00;0,0%;;;159,00;156,40;2,60;1,6%;;
61,60;61,60;0,00;0,0%;;;131,80;129,80;2,00;1,5%;;
50,00;50,00;0,00;0,0%;;;174,80;172,20;2,60;1,5%;;
53,40;53,40;0,00;0,0%;;;70,60;69,60;1,00;1,4%;;
142,80;142,80;0,00;0,0%;;;213,20;210,20;3,00;1,4%;;
24,00;24,00;0,00;0,0%;;;116,80;115,20;1,60;1,4%;;
40,00;40,00;0,00;0,0%;;;73,40;72,40;1,00;1,4%;;
128,60;128,60;0,00;0,0%;;;147,20;145,20;2,00;1,4%;;
130,20;130,20;0,00;0,0%;;;229,00;226,00;3,00;1,3%;;
45,60;45,60;0,00;0,0%;;;168,20;166,00;2,20;1,3%;;
52,60;52,60;0,00;0,0%;;;79,00;78,00;1,00;1,3%;;
45,80;45,80;0,00;0,0%;;;113,00;111,60;1,40;1,2%;;
138,00;138,00;0,00;0,0%;;;131,20;129,60;1,60;1,2%;;
91,40;91,40;0,00;0,0%;;;164,80;162,80;2,00;1,2%;;
88,00;88,00;0,00;0,0%;;;100,00;98,80;1,20;1,2%;;
83,60;83,60;0,00;0,0%;;;186,20;184,00;2,20;1,2%;;
33,40;33,40;0,00;0,0%;;;184,00;182,00;2,00;1,1%;;
49,20;49,20;0,00;0,0%;;;118,20;117,00;1,20;1,0%;;
67,00;67,00;0,00;0,0%;;;99,80;98,80;1,00;1,0%;;
57,20;57,20;0,00;0,0%;;;101,60;100,60;1,00;1,0%;;
78,80;78,80;0,00;0,0%;;;199,20;197,40;1,80;0,9%;;
102,20;102,20;0,00;0,0%;;;77,40;76,80;0,60;0,8%;;
62,40;62,40;0,00;0,0%;;;79,40;78,80;0,60;0,8%;;
38,80;38,80;0,00;0,0%;;;170,20;169,00;1,20;0,7%;;
46,00;46,00;0,00;0,0%;;;88,20;87,60;0,60;0,7%;;
53,40;53,40;0,00;0,0%;;;62,60;62,20;0,40;0,6%;;
43,80;43,80;0,00;0,0%;;;65,20;64,80;0,40;0,6%;;
83,60;83,60;0,00;0,0%;;;86,00;85,60;0,40;0,5%;;
102,00;102,00;0,00;0,0%;;;76,60;76,40;0,20;0,3%;;
75,40;75,40;0,00;0,0%;;;102,20;102,00;0,20;0,2%;;
79,80;79,80;0,00;0,0%;;;146,00;145,80;0,20;0,1%;;
44,60;44,60;0,00;0,0%;;;212,00;211,80;0,20;0,1%;;
31,20;31,20;0,00;0,0%;;;157,00;157,00;0,00;0,0%;;
42,40;42,40;0,00;0,0%;;;114,40;114,40;0,00;0,0%;;
46,60;46,60;0,00;0,0%;;;110,60;110,60;0,00;0,0%;;
89,60;89,60;0,00;0,0%;;;74,40;74,40;0,00;0,0%;;
39,40;39,40;0,00;0,0%;;;67,80;67,80;0,00;0,0%;;
57,60;57,60;0,00;0,0%;;;178,20;178,20;0,00;0,0%;;
65,40;65,40;0,00;0,0%;;;94,80;94,80;0,00;0,0%;;
75,00;75,00;0,00;0,0%;;;89,00;89,00;0,00;0,0%;;
32,00;32,00;0,00;0,0%;;;79,60;79,60;0,00;0,0%;;
51,40;51,40;0,00;0,0%;;;174,00;174,00;0,00;0,0%;;
42,00;42,00;0,00;0,0%;;;120,60;120,60;0,00;0,0%;;
99,40;99,40;0,00;0,0%;;;52,40;52,40;0,00;0,0%;;
51,60;51,60;0,00;0,0%;;;149,20;149,20;0,00;0,0%;;
93,20;93,20;0,00;0,0%;;;74,40;74,40;0,00;0,0%;;
83,40;83,40;0,00;0,0%;;;80,80;80,80;0,00;0,0%;;
69,60;69,60;0,00;0,0%;;;108,40;108,40;0,00;0,0%;;
60,60;60,60;0,00;0,0%;;;135,40;135,40;0,00;0,0%;;
86,60;86,60;0,00;0,0%;;;119,40;119,40;0,00;0,0%;;
49,80;49,80;0,00;0,0%;;;111,40;111,40;0,00;0,0%;;
76,80;76,80;0,00;0,0%;;;78,60;78,60;0,00;0,0%;;
79,80;79,80;0,00;0,0%;;;75,00;75,00;0,00;0,0%;;
55,60;55,60;0,00;0,0%;;;132,40;132,40;0,00;0,0%;;
41,60;41,60;0,00;0,0%;;;94,80;94,80;0,00;0,0%;;
66,20;66,20;0,00;0,0%;;;93,00;93,00;0,00;0,0%;;
100,60;100,60;0,00;0,0%;;;193,20;193,20;0,00;0,0%;;
61,20;61,20;0,00;0,0%;;;154,20;154,20;0,00;0,0%;;
130,40;130,40;0,00;0,0%;;;132,80;132,80;0,00;0,0%;;
60,80;60,80;0,00;0,0%;;;101,20;101,20;0,00;0,0%;;
66,60;66,60;0,00;0,0%;;;175,40;175,40;0,00;0,0%;;
60,20;60,20;0,00;0,0%;;;124,00;124,00;0,00;0,0%;;
256,20;256,20;0,00;0,0%;;;109,80;109,80;0,00;0,0%;;
47,20;47,20;0,00;0,0%;;;121,80;121,80;0,00;0,0%;;
32,80;32,80;0,00;0,0%;;;111,40;111,40;0,00;0,0%;;
42,40;42,40;0,00;0,0%;;;49,40;49,40;0,00;0,0%;;
61,60;61,60;0,00;0,0%;;;64,00;64,00;0,00;0,0%;;
53,40;53,40;0,00;0,0%;;;168,20;168,20;0,00;0,0%;;
108,60;108,60;0,00;0,0%;;;67,40;67,40;0,00;0,0%;;
56,40;56,40;0,00;0,0%;;;54,60;54,60;0,00;0,0%;;
62,60;62,60;0,00;0,0%;;;35,80;35,80;0,00;0,0%;;
87,80;87,80;0,00;0,0%;;;62,00;62,00;0,00;0,0%;;
55,40;55,40;0,00;0,0%;;;69,40;69,40;0,00;0,0%;;
65,00;65,00;0,00;0,0%;;;91,20;91,20;0,00;0,0%;;
42,60;42,60;0,00;0,0%;;;218,60;218,60;0,00;0,0%;;
58,40;58,40;0,00;0,0%;;;96,20;96,20;0,00;0,0%;;
43,40;43,40;0,00;0,0%;;;170,60;170,60;0,00;0,0%;;
53,60;53,60;0,00;0,0%;;;109,00;109,00;0,00;0,0%;;
31,80;31,80;0,00;0,0%;;;166,40;166,40;0,00;0,0%;;
40,00;40,00;0,00;0,0%;;;96,60;96,60;0,00;0,0%;;
46,80;46,80;0,00;0,0%;;;112,20;112,20;0,00;0,0%;;
33,40;33,40;0,00;0,0%;;;86,60;86,60;0,00;0,0%;;
66,80;66,80;0,00;0,0%;;;82,60;82,60;0,00;0,0%;;
62,20;62,20;0,00;0,0%;;;199,20;199,20;0,00;0,0%;;
88,20;88,20;0,00;0,0%;;;185,60;185,60;0,00;0,0%;;
53,20;53,20;0,00;0,0%;;;73,20;73,20;0,00;0,0%;;
109,80;109,80;0,00;0,0%;;;131,60;131,60;0,00;0,0%;;
82,00;82,00;0,00;0,0%;;;65,40;65,40;0,00;0,0%;;
27,00;27,00;0,00;0,0%;;;131,60;131,60;0,00;0,0%;;
91,40;91,40;0,00;0,0%;;;122,80;122,80;0,00;0,0%;;
75,40;75,40;0,00;0,0%;;;117,00;117,00;0,00;0,0%;;
70,80;70,80;0,00;0,0%;;;78,80;78,80;0,00;0,0%;;
81,20;81,20;0,00;0,0%;;;130,40;130,40;0,00;0,0%;;
43,60;43,60;0,00;0,0%;;;125,80;125,80;0,00;0,0%;;
58,60;58,60;0,00;0,0%;;;217,20;217,20;0,00;0,0%;;
53,40;53,40;0,00;0,0%;;;80,80;80,80;0,00;0,0%;;
36,20;36,20;0,00;0,0%;;;145,40;145,40;0,00;0,0%;;
102,20;102,20;0,00;0,0%;;;82,00;82,00;0,00;0,0%;;
26,60;26,60;0,00;0,0%;;;115,00;115,00;0,00;0,0%;;
40,60;40,60;0,00;0,0%;;;96,00;96,00;0,00;0,0%;;
102,60;102,60;0,00;0,0%;;;98,40;98,40;0,00;0,0%;;
66,00;66,00;0,00;0,0%;;;59,20;59,20;0,00;0,0%;;
114,20;114,20;0,00;0,0%;;;57,40;57,40;0,00;0,0%;;
104,80;104,80;0,00;0,0%;;;114,20;114,20;0,00;0,0%;;
