id,latitude,longitude
106,38.968987,-77.02735
107,38.968985,-77.027984
108,38.950275,-76.986285
109,38.950311,-76.985699
110,38.953324,-77.082718
111,38.953713,-77.082856
112,38.954235,-77.080309
113,38.954232,-77.080793
114,38.860726,-76.964773
115,38.860154,-76.964499
116,38.890546,-77.02191
117,38.892086,-77.021902
118,38.844685,-76.99875
119,38.844649,-76.997725
120,38.959116,-77.01756
121,38.959116,-77.018036
122,38.900214,-77.030791
123,38.900212,-77.031959
124,38.980948,-77.037193
125,38.981011,-77.037804
126,38.903747,-77.035848
127,38.9047,-77.035809
128,38.882451,-77.003519
129,38.88274,-77.002981
130,38.928387,-77.108591
131,38.92882,-77.108855
132,38.950274,-76.991123
133,38.952414,-76.991123
134,38.93074,-77.027082
135,38.931215,-77.027272
136,38.916295,-77.032682
137,38.915993,-77.032678
138,38.967625,-77.023801
139,38.967294,-77.023802
140,38.961036,-77.029275
141,38.960813,-77.029698
142,38.959224,-77.008356
143,38.958737,-77.008356
144,38.982289,-77.030289
145,38.981822,-77.030292
146,38.865057,-76.957736
147,38.865107,-76.957323
148,38.894189,-76.986601
149,38.89479,-76.9861
150,38.884039,-77.015183
151,38.883249,-77.015191
152,38.9005,-76.950301
153,38.899749,-76.950015
154,38.889213,-76.925936
155,38.888284,-76.925701
156,38.889517,-76.934253
157,38.888221,-76.933122
158,38.974799,-77.019896
159,38.975256,-77.019895
160,38.902442,-76.934698
161,38.902414,-76.935194
162,38.893589,-77.003519
163,38.894462,-77.003515
164,38.878411,-77.00168
165,38.878411,-77.000936
166,38.88261,-77.005411
167,38.882611,-77.003958
168,38.937652,-77.023318
169,38.93763,-77.024047
170,38.887717,-76.932509
171,38.886973,-76.932671
172,38.928105,-77.098936
173,38.928376,-77.100453
174,38.825788,-76.997439
175,38.8261,-76.998601
176,38.954705,-77.076642
177,38.955163,-77.076643
178,38.979398,-77.023982
179,38.979399,-77.024456
180,38.907653,-77.026493
181,38.908168,-77.026507
182,38.894012,-76.990903
183,38.89401,-76.990781
184,38.917019,-77.07254
185,38.918274,-77.072507
186,38.92842,-76.996178
187,38.928915,-76.996178
188,38.955302,-77.000277
189,38.955822,-76.999514
190,38.983837,-77.025694
191,38.983845,-77.025909
192,38.906078,-76.936962
193,38.906077,-76.936514
194,38.863836,-76.989199
195,38.863499,-76.989545
196,38.89442,-76.982213
197,38.894421,-76.981502
198,38.966461,-77.026682
199,38.96614,-77.026681
200,38.952393,-77.03399
201,38.952395,-77.034574
202,38.957539,-77.080303
203,38.957541,-77.081534
204,38.890325,-76.926052
205,38.89032,-76.922928
206,38.901887,-77.017659
207,38.902529,-77.01766
208,38.950964,-76.989096
209,38.951307,-76.989095
210,38.890294,-76.93488
211,38.890734,-76.934882
212,38.915572,-77.009182
213,38.915569,-77.00965
214,38.903717,-76.944553
215,38.903717,-76.943962
216,38.932875,-76.984438
217,38.932962,-76.982722
218,38.90871,-77.034563
219,38.908708,-77.035504
220,38.903799,-77.026596
221,38.903956,-77.027052
222,38.912715,-77.067903
223,38.912699,-77.068551
224,38.83317,-76.98903
225,38.832778,-76.988432
226,38.949689,-77.078745
227,38.949686,-77.079715
228,38.903736,-76.999509
229,38.903735,-76.998446
230,38.945069,-77.032728
231,38.945071,-77.033253
232,38.930163,-76.976225
233,38.930658,-76.976227
234,38.921299,-76.978099
235,38.921307,-76.976224
236,38.84584,-77.020114
237,38.846,-77.020517
238,38.951187,-76.985633
239,38.950837,-76.984537
240,38.939491,-77.016986
241,38.939975,-77.017288
242,38.907253,-76.942852
243,38.907223,-76.942519
244,38.897361,-77.044912
245,38.897361,-77.046666
246,38.912198,-77.008652
247,38.912205,-77.007796
248,38.941257,-77.033851
249,38.941878,-77.033589
250,38.922914,-77.002036
251,38.922887,-77.001577
252,38.969046,-77.023744
253,38.969525,-77.023746
254,38.915098,-77.030783
255,38.915114,-77.031286
256,38.89136,-76.992099
257,38.892017,-76.992083
258,38.914098,-77.030402
259,38.913715,-77.030404
260,38.890969,-76.933424
261,38.890962,-76.932914
262,38.905262,-76.998005
263,38.904976,-76.996767
264,38.941276,-77.093159
265,38.94175,-77.093796
266,38.951879,-77.02914
267,38.95134,-77.029139
268,38.971883,-77.031386
269,38.97227,-77.031047
270,38.91701,-77.036495
271,38.91701,-77.036862
272,38.935096,-76.976224
273,38.935092,-76.975523
274,38.907071,-76.987169
275,38.906876,-76.986711
276,38.890942,-76.994971
277,38.890939,-76.993766
278,38.903188,-77.056683
279,38.903649,-77.056609
280,38.952911,-77.029139
281,38.953504,-77.029134
282,38.86684,-76.98889
283,38.866577,-76.98901
284,38.929496,-76.992442
285,38.929555,-76.991327
286,38.964909,-77.070235
287,38.965368,-77.070328
288,38.967069,-77.060878
289,38.968544,-77.058126
290,38.958525,-77.022417
291,38.958509,-77.022894
292,38.867274,-76.982227
293,38.867274,-76.981588
294,38.86134,-76.963109
295,38.861634,-76.962283
296,38.933217,-77.045409
297,38.932757,-77.046527
298,38.955017,-77.014155
299,38.955554,-77.014184
300,38.90021,-76.99376
301,38.900589,-76.993759
302,38.904171,-77.019901
303,38.904172,-77.020567
304,38.962732,-77.033423
305,38.962956,-77.033422
306,38.926351,-76.994966
307,38.926976,-76.994963
308,38.946297,-77.098525
309,38.947078,-77.098444
310,38.834969,-77.012898
311,38.83549,-77.013768
312,38.892006,-76.961232
313,38.892005,-76.960709
314,38.918661,-76.961364
315,38.91872,-76.956352
316,38.965093,-77.002948
317,38.965699,-77.002473
318,38.928131,-77.023097
319,38.929049,-77.023231
320,38.914537,-76.9846
321,38.914686,-76.984685
322,38.834604,-77.01595
323,38.834961,-77.016567
324,38.948267,-76.991114
325,38.94827,-76.990559
326,38.943591,-77.089179
327,38.94359,-77.090078
328,38.962398,-77.080287
329,38.962859,-77.080287
330,38.944781,-77.094345
331,38.945544,-77.094345
332,38.966414,-77.00372
333,38.966377,-77.003319
334,38.954791,-77.021719
335,38.954834,-77.020337
336,38.905596,-77.057036
337,38.905626,-77.057335
338,38.888261,-76.992106
339,38.888262,-76.99153
340,38.911136,-77.043861
341,38.911138,-77.044159
342,38.869483,-76.976424
343,38.869776,-76.977365
344,38.957695,-77.075549
345,38.957695,-77.077142
346,38.924582,-77.067581
347,38.925033,-77.067511
348,38.839962,-77.009419
349,38.840504,-77.011792
350,38.912216,-77.027038
351,38.912615,-77.027037
352,38.896116,-76.984317
353,38.896118,-76.984029
354,38.903708,-76.94514
355,38.903714,-76.944862
356,38.912796,-76.983566
357,38.912952,-76.983656
358,38.893857,-76.934309
359,38.893757,-76.933479
360,38.93058,-77.036782
361,38.93116,-77.03831
362,38.925963,-77.033069
363,38.925856,-77.034873
364,38.967939,-77.025555
365,38.967629,-77.025563
366,38.842814,-76.993543
367,38.842883,-76.993113
368,38.961319,-77.021946
369,38.961668,-77.021946
370,38.920166,-77.044142
371,38.920128,-77.04186
372,38.863256,-76.979372
373,38.863415,-76.979599
374,38.950679,-77.064169
375,38.950721,-77.064311
376,38.920614,-77.071169
377,38.920488,-77.071663
378,38.934621,-77.034309
379,38.934829,-77.034121
380,38.893196,-76.990246
381,38.893582,-76.990244
382,38.903175,-77.039683
383,38.903749,-77.040014
384,38.8769,-76.934206
385,38.876494,-76.934061
386,38.906458,-77.028087
387,38.907248,-77.028091
388,38.863855,-76.948585
389,38.863005,-76.947717
390,38.877314,-77.021149
391,38.877041,-77.021487
392,38.919371,-76.9708
393,38.92004,-76.970257
394,38.887146,-77.01352
395,38.88757,-77.013809
396,38.899746,-76.944751
397,38.899744,-76.944435
398,38.882844,-76.958608
399,38.88284,-76.958068
400,38.852858,-76.998621
401,38.852623,-76.998488
402,38.956066,-77.00335
403,38.956334,-77.002708
404,38.821292,-77.001317
405,38.821771,-77.000685
406,38.982788,-77.027962
407,38.98383,-77.026882
408,38.952115,-77.086207
409,38.952937,-77.086206
410,38.924518,-76.968065
411,38.924519,-76.966537
412,38.906773,-76.949624
413,38.907534,-76.950879
414,38.916181,-76.956579
415,38.915781,-76.956236
416,38.895821,-76.917781
417,38.89673,-76.917783
418,38.894194,-76.992648
419,38.894792,-76.992647
420,38.936172,-76.979853
421,38.938313,-76.980024
422,38.981821,-77.034081
423,38.981816,-77.035508
424,38.911875,-77.04542
425,38.911544,-77.046102
426,38.872976,-77.009552
427,38.872966,-77.009903
428,38.946318,-76.988397
429,38.946765,-76.989022
430,38.852216,-76.97221
431,38.852211,-76.971694
432,38.905276,-77.048815
433,38.905271,-77.050111
434,38.881275,-76.992649
435,38.880274,-76.992646
436,38.940728,-76.985743
437,38.940729,-76.983967
438,38.872041,-77.010254
439,38.872042,-77.010652
440,38.894515,-76.985506
441,38.894789,-76.985507
442,38.897368,-77.048849
443,38.897364,-77.049171
444,38.954823,-77.009048
445,38.954983,-77.009687
446,38.888686,-76.998454
447,38.888228,-76.998454
448,38.910067,-77.033776
449,38.910067,-77.033454
450,38.928865,-77.02585
451,38.928831,-77.026235
452,38.91518,-77.025984
453,38.91558,-77.026152
454,38.898312,-77.015192
455,38.89888,-77.015233
456,38.904842,-77.029625
457,38.905274,-77.029623
458,38.925775,-77.070888
459,38.926193,-77.070888
460,38.923131,-76.990198
461,38.922292,-76.989169
462,38.972066,-77.070253
463,38.972109,-77.071244
464,38.955964,-77.0815
465,38.955964,-77.082028
466,38.89982,-77.02093
467,38.900342,-77.02093
468,38.942871,-77.004387
469,38.943348,-77.004191
470,38.872028,-76.978185
471,38.872028,-76.977779
472,38.883242,-77.004744
473,38.883797,-77.003518
474,38.921072,-77.077053
475,38.921097,-77.076529
476,38.916295,-77.040092
477,38.915995,-77.040086
478,38.814189,-77.020647
479,38.815621,-77.023056
480,38.901491,-76.936589
481,38.901492,-76.935632
482,38.962488,-77.032159
483,38.962713,-77.032049
484,38.902536,-77.053308
485,38.902539,-77.056108
486,38.92257,-77.070435
487,38.922553,-77.070886
488,38.942199,-77.102106
489,38.942664,-77.10233
490,38.9558,-77.052165
491,38.956254,-77.05226
492,38.913628,-77.052673
493,38.914041,-77.053233
494,38.893078,-76.950681
495,38.893265,-76.950545
496,38.90624,-77.046645
497,38.90725,-77.045686
498,38.908946,-76.932167
499,38.90875,-76.931914
500,38.872511,-76.955679
501,38.871244,-76.955372
502,38.845449,-76.970247
503,38.845911,-76.969652
504,38.905947,-77.032215
505,38.905653,-77.032415
506,38.909008,-76.982216
507,38.908771,-76.981756
508,38.921379,-77.076513
509,38.921392,-77.077055
510,38.90555,-76.980437
511,38.904426,-76.981174
512,38.935585,-77.059082
513,38.935943,-77.059214
514,38.91756,-77.01547
515,38.917513,-77.01596
516,38.873525,-76.934218
517,38.857788,-77.013574
518,38.856041,-77.015097
519,38.877503,-77.013597
520,38.877542,-77.014374
521,38.930205,-77.109219
522,38.929987,-77.109571
523,38.932414,-77.020388
524,38.932543,-77.020421
525,38.90855,-76.938237
526,38.908506,-76.937745
527,38.956505,-77.090318
528,38.956151,-77.09078
529,38.947214,-77.026127
530,38.947212,-77.026201
531,38.898329,-77.039474
532,38.898821,-77.039463
533,38.982718,-77.037176
534,38.939239,-76.992017
535,38.939242,-76.991439
536,38.961021,-77.056994
537,38.958415,-77.056965
538,38.903337,-76.978526
539,38.903339,-76.978993
540,38.937256,-77.03334
541,38.937353,-77.033724
542,38.972354,-77.019897
543,38.973618,-77.019898
544,38.924428,-77.102353
545,38.925324,-77.103309
546,38.957795,-76.99485
547,38.958089,-76.994596
548,38.930816,-77.086215
549,38.931353,-77.086217
550,38.92632,-76.999514
551,38.926566,-76.998968
552,38.9306,-77.036459
553,38.931661,-77.036463
554,38.907804,-77.00202
555,38.907288,-77.000796
556,38.898179,-76.981552
557,38.897967,-76.981615
558,38.949272,-76.995418
559,38.94827,-76.995451
560,38.949363,-77.03287
561,38.949746,-77.033256
562,38.911699,-77.002046
563,38.912114,-77.002037
564,38.899047,-76.981326
565,38.899036,-76.981263
566,38.909109,-77.010834
567,38.909112,-77.011566
568,38.958098,-77.07161
569,38.958367,-77.071767
570,38.921095,-77.031265
571,38.921094,-77.031876
572,38.959404,-77.053046
573,38.959832,-77.053121
574,38.907286,-77.066073
575,38.907297,-77.065266
576,38.893047,-76.944568
577,38.893046,-76.94504
578,38.870177,-76.946041
579,38.870587,-76.946181
580,38.892611,-76.952069
581,38.892465,-76.951702
582,38.895514,-76.9721
583,38.895734,-76.971404
584,38.91922,-77.072795
585,38.91957,-77.072996
586,38.942874,-76.988308
587,38.943274,-76.988305
588,38.93137,-77.030871
589,38.931981,-77.030871
590,38.916001,-77.028083
591,38.916589,-77.028085
592,38.946789,-76.993166
593,38.946282,-76.993165
594,38.915565,-76.994937
595,38.916939,-76.994096
596,38.939745,-77.036446
597,38.940816,-77.036433
598,38.903581,-76.993759
599,38.903736,-76.993532
600,38.964961,-77.027072
601,38.964515,-77.027072
602,38.910244,-77.068341
603,38.910253,-77.067866
604,38.911204,-77.081782
605,38.911698,-77.081786
606,38.953194,-77.018189
607,38.953779,-77.018218
608,38.960615,-77.000241
609,38.960304,-77.00045
610,38.982286,-77.029686
611,38.983222,-77.029686
612,38.919062,-77.021206
613,38.920054,-77.021365
614,38.953631,-76.991564
615,38.953625,-76.991077
616,38.962017,-77.002768
617,38.962013,-77.000129
618,38.935092,-76.968162
619,38.935092,-76.967881
620,38.880208,-76.939977
621,38.880206,-76.939259
622,38.965817,-77.063887
623,38.966724,-77.063883
624,38.955445,-77.006098
625,38.955768,-77.004689
626,38.938352,-76.982059
627,38.935346,-76.981848
628,38.95081,-77.032867
629,38.95081,-77.033429
630,38.904976,-76.998445
631,38.905249,-76.998444
632,38.911823,-76.933575
633,38.912111,-76.933945
634,38.866681,-76.976944
635,38.86653,-76.976589
636,38.949798,-77.024968
637,38.949784,-77.025452
638,38.913682,-77.068799
639,38.913666,-77.069287
640,38.879284,-76.992478
641,38.879286,-76.991535
642,38.914792,-77.018416
643,38.915184,-77.018459
644,38.95409,-76.991077
645,38.954093,-76.99038
646,38.865971,-76.952225
647,38.865264,-76.952218
648,38.927534,-77.062721
649,38.927528,-77.063242
650,38.884898,-76.942338
651,38.884,-76.94189
652,38.97073,-77.035635
653,38.970731,-77.036372
654,38.876495,-76.93606
655,38.876494,-76.935569
656,38.902449,-76.982565
657,38.902702,-76.983169
658,38.883242,-77.006849
659,38.883242,-77.006599
660,38.907248,-76.979306
661,38.90675,-76.979089
662,38.876475,-77.008946
663,38.876473,-77.008223
664,38.891337,-76.931689
665,38.891891,-76.931549
666,38.915993,-77.028829
667,38.915994,-77.029064
668,38.960526,-77.002296
669,38.96053,-77.001048
670,38.951038,-77.098212
671,38.951505,-77.097612
672,38.949693,-77.080401
673,38.884742,-76.982936
674,38.884547,-76.982937
675,38.907847,-76.988149
676,38.907511,-76.987399
677,38.925589,-76.997827
678,38.925589,-76.996175
679,38.969986,-77.012293
680,38.969983,-77.012848
681,38.912177,-77.050261
682,38.912463,-77.050555
683,38.981452,-77.024458
684,38.982234,-77.02446
685,38.958038,-77.083766
686,38.959013,-77.083732
687,38.87841,-76.991537
688,38.877233,-76.991536
689,38.861997,-76.953595
690,38.862621,-76.953593
691,38.909081,-77.015185
692,38.909233,-77.015185
693,38.910108,-77.043978
694,38.909903,-77.044171
695,38.827813,-76.998499
696,38.826913,-76.998502
697,38.944396,-77.025656
698,38.944816,-77.025736
699,38.960472,-77.082483
700,38.96047,-77.082896
701,38.8876,-76.990907
702,38.887599,-76.990246
703,38.919965,-77.03244
704,38.91993,-77.032597
705,38.966275,-77.069239
706,38.966243,-77.070701
707,38.952836,-77.08031
708,38.953058,-77.08031
709,38.87297,-77.01296
710,38.872984,-77.01337
711,38.910053,-77.014666
712,38.910048,-77.013657
713,38.886429,-76.949671
714,38.886903,-76.948924
715,38.923523,-76.990278
716,38.927537,-77.073192
717,38.928619,-77.073164
718,38.834641,-76.990443
719,38.834744,-76.990188
720,38.951448,-76.986215
721,38.891655,-77.000066
722,38.890945,-77.00004
723,38.910654,-77.029622
724,38.910655,-77.030311
725,38.867752,-76.98078
726,38.909654,-77.024504
727,38.909288,-77.024502
728,38.904072,-76.978993
729,38.904072,-76.976223
730,38.844956,-77.02093
731,38.844389,-77.021009
732,38.943169,-77.080774
733,38.943167,-77.081422
734,38.945603,-77.034022
735,38.945606,-77.034108
736,38.951048,-77.091151
737,38.951048,-77.092079
738,38.96017,-77.023477
739,38.96017,-77.023718
740,38.953401,-77.011043
741,38.953383,-77.011638
742,38.978681,-77.02446
743,38.978825,-77.02446
744,38.904038,-76.935411
745,38.90468,-76.935414
746,38.934598,-76.971663
747,38.934596,-76.970643
748,38.913715,-76.972167
749,38.914083,-76.972167
750,38.846838,-76.993148
751,38.84645,-76.992526
752,38.914096,-77.029622
753,38.842783,-76.988508
754,38.842516,-76.988508
755,38.894795,-76.99617
756,38.894947,-76.996168
757,38.878059,-76.985516
758,38.877522,-76.985515
759,38.960268,-77.001238
760,38.894793,-77.012173
761,38.895207,-77.012158
762,38.911135,-77.031378
763,38.909654,-77.031376
764,38.93346,-77.036875
765,38.933685,-77.037454
766,38.90646,-77.04232
767,38.906465,-77.043451
768,38.900249,-77.052259
769,38.900699,-77.051833
770,38.926161,-76.997836
771,38.92616,-76.998446
772,38.88833,-76.997316
773,38.888145,-76.99785
774,38.944257,-77.062642
775,38.944259,-77.063561
776,38.927969,-77.039742
777,38.928306,-77.039651
778,38.939831,-77.022055
779,38.939819,-77.022539
780,38.957037,-77.088634
781,38.957043,-77.09053
782,38.915563,-76.993678
783,38.915745,-76.991686
784,38.943373,-77.049574
785,38.944219,-77.049689
786,38.843015,-77.000295
787,38.84295,-77.000583
788,38.857305,-76.983708
789,38.855213,-76.983915
790,38.983797,-77.029686
791,38.983968,-77.029686
792,38.949949,-77.019945
793,38.950409,-77.019606
794,38.923004,-77.070888
795,38.968641,-77.063007
796,38.968306,-77.061905
797,38.917216,-77.097812
798,38.917431,-77.098308
799,38.939218,-77.028753
800,38.938922,-77.028129
801,38.921837,-76.978997
802,38.921957,-76.978997
803,38.948966,-77.016276
804,38.949316,-77.016292
805,38.906617,-76.998092
806,38.907083,-76.999191
807,38.93816,-77.068172
808,38.938159,-77.068639
809,38.913098,-77.076075
810,38.913668,-77.076209
811,38.911249,-76.935303
812,38.911808,-76.934803
813,38.942871,-76.976228
814,38.943249,-76.976227
815,38.908582,-77.023972
816,38.908797,-77.023971
817,38.940961,-77.056758
818,38.940973,-77.057705
819,38.871535,-76.973184
820,38.870752,-76.97319
821,38.913372,-77.042263
822,38.913372,-77.042343
823,38.958742,-77.013109
824,38.95874,-77.013424
825,38.927125,-77.105295
826,38.927366,-77.104037
827,38.93318,-77.030868
828,38.93352,-77.03087
829,38.937908,-77.032732
830,38.938469,-77.032732
831,38.891242,-76.993765
832,38.890946,-76.993035
833,38.86709,-76.942478
834,38.86756,-76.941877
835,38.892018,-77.003517
836,38.892018,-77.002775
837,38.939447,-77.027739
838,38.9472,-77.035588
839,38.947612,-77.035518
840,38.892483,-76.929193
841,38.892549,-76.929662
842,38.902561,-76.981167
843,38.903342,-76.980683
844,38.865502,-76.979628
845,38.865334,-76.979678
846,38.898322,-77.018934
847,38.898319,-77.019402
848,38.916288,-77.005238
849,38.916288,-77.005092
850,38.924958,-77.101406
851,38.926299,-77.102856
852,38.886801,-76.957513
853,38.886804,-76.956071
854,38.936174,-76.974178
855,38.937242,-76.974181
856,38.950734,-77.071712
857,38.950735,-77.072149
858,38.896119,-76.980714
859,38.896511,-76.980329
860,38.941369,-77.023326
861,38.941936,-77.023349
862,38.896731,-76.997927
863,38.896728,-76.996697
864,38.892308,-76.93585
865,38.893007,-76.935832
866,38.871929,-76.966824
867,38.872018,-76.966425
868,38.941247,-77.083064
869,38.942387,-77.082089
870,38.901326,-76.991109
871,38.901325,-76.990246
872,38.91009,-77.088746
873,38.910165,-77.088809
874,38.914091,-77.046021
875,38.914387,-77.046168
876,38.914449,-77.074192
877,38.914413,-77.075593
878,38.908574,-77.010798
879,38.908575,-77.011566
880,38.873078,-76.978736
881,38.872936,-76.978541
882,38.912244,-77.059763
883,38.912252,-77.059296
884,38.880681,-76.929318
885,38.880737,-76.928849
886,38.89307,-76.936309
887,38.928774,-77.018028
888,38.929007,-77.017959
889,38.940903,-77.056105
890,38.881464,-76.988311
891,38.915888,-77.078182
892,38.916074,-77.078461
893,38.903737,-76.996167
894,38.903736,-76.995746
895,38.90259,-76.93167
896,38.902561,-76.932234
897,38.931761,-77.070882
898,38.932548,-77.070884
899,38.880136,-76.998452
900,38.88014,-76.997862
901,38.89417,-76.959157
902,38.894477,-76.959132
903,38.862998,-76.989658
904,38.862748,-76.989428
905,38.90338,-76.932227
906,38.903371,-76.932717
907,38.890416,-76.982923
908,38.889809,-76.982926
909,38.955688,-77.029124
910,38.955157,-77.029128
911,38.944039,-77.069825
912,38.944785,-77.070312
913,38.940191,-76.973682
914,38.940729,-76.973684
915,38.973614,-77.017056
916,38.974493,-77.018024
917,38.824607,-76.996948
918,38.824578,-76.996824
919,38.969228,-77.068921
920,38.969769,-77.068918
921,38.947297,-76.9955
922,38.947782,-76.995483
923,38.950434,-77.020313
924,38.95101,-77.020168
925,38.945857,-77.06536
926,38.946484,-77.065717
927,38.917108,-77.049291
928,38.916712,-77.050622
929,38.841483,-76.990075
930,38.841015,-76.989994
931,38.926668,-76.980756
932,38.92687,-76.980741
933,38.871027,-77.015747
934,38.870259,-77.015748
935,38.900876,-77.021129
936,38.900878,-77.021913
937,38.935722,-76.980625
938,38.938307,-76.980831
939,38.926819,-76.956442
940,38.923132,-76.949849
941,38.911137,-77.031954
942,38.878218,-76.943065
943,38.878136,-76.942997
944,38.91736,-77.005093
945,38.917565,-77.005093
946,38.914087,-77.001389
947,38.91411,-77.000591
948,38.903031,-77.027582
949,38.903025,-77.028084
950,38.918091,-77.072154
951,38.918737,-77.071545
952,38.892902,-76.988317
953,38.893326,-76.988316
954,38.864041,-76.979534
955,38.895757,-76.983222
956,38.895779,-76.982216
957,38.932949,-77.024618
958,38.932805,-77.026182
959,38.87439,-76.970987
960,38.874655,-76.971535
961,38.907246,-77.024987
962,38.906461,-77.02499
963,38.882011,-76.993199
964,38.882319,-76.993203
965,38.950675,-77.08621
966,38.950689,-77.088637
967,38.886749,-76.990907
968,38.886451,-76.990905
969,38.922558,-77.080717
970,38.923631,-77.080512
971,38.958486,-77.065126
972,38.958626,-77.066039
973,38.8994,-77.031954
974,38.908167,-77.048266
975,38.908578,-77.048264
976,38.922374,-76.974175
977,38.923445,-76.974177
978,38.864278,-76.975614
979,38.864032,-76.975102
980,38.914092,-77.009182
981,38.914088,-77.009653
982,38.901491,-76.933763
983,38.901909,-76.933761
984,38.892082,-77.009102
985,38.892038,-77.008174
986,38.887574,-77.025993
987,38.884212,-77.025979
988,38.927535,-77.073935
989,38.927536,-77.07404
990,38.945465,-77.02818
991,38.945609,-77.028176
992,38.942943,-77.036428
993,38.944007,-77.036435
994,38.861576,-76.998853
995,38.861265,-76.999668
996,38.872584,-76.937482
997,38.872419,-76.937197
998,38.967837,-77.076727
999,38.968563,-77.075784
1000,38.899319,-76.925302
1001,38.898694,-76.922448
1002,38.898133,-76.992096
1003,38.897655,-76.991531
1004,38.919988,-76.986274
1005,38.920223,-76.986644
1006,38.952118,-77.092615
1007,38.952114,-77.093153
1008,38.908797,-77.066085
1009,38.908755,-77.067842
1010,38.907942,-77.034566
1011,38.908337,-77.034564
1012,38.895449,-77.035026
1013,38.896414,-77.035073
1014,38.952912,-77.029699
1015,38.952915,-77.030265
1016,38.931647,-76.965503
1017,38.931886,-76.964863
1018,38.941444,-77.043617
1019,38.942976,-77.043085
1020,38.90563,-76.976215
1021,38.905994,-76.976215
1022,38.887167,-76.956076
1023,38.916735,-77.095889
1024,38.91695,-77.096126
1025,38.904143,-76.999509
1026,38.830926,-77.010741
1027,38.829556,-77.010152
1028,38.9046,-76.994512
1029,38.904282,-76.99376
1030,38.892441,-76.912298
1031,38.892459,-76.91367
1032,38.912616,-77.032637
1033,38.913157,-77.032675
1034,38.958671,-77.07007
1035,38.958671,-77.070698
1036,38.884741,-76.980768
1037,38.884741,-76.981266
1038,38.954497,-77.01357
1039,38.95557,-77.013621
1040,38.917007,-77.029624
1041,38.918122,-77.029623
1042,38.916603,-77.04627
1043,38.915997,-77.046347
1044,38.932855,-77.039925
1045,38.934182,-77.039941
1046,38.897151,-76.920521
1047,38.897154,-76.919151
1048,38.864283,-76.94679
1049,38.866171,-76.946286
1050,38.971481,-77.02712
1051,38.972362,-77.027027
1052,38.946132,-77.032727
1053,38.946476,-77.032728
1054,38.90134,-77.032708
1055,38.901339,-77.032946
1056,38.917121,-77.094579
1057,38.917019,-77.095131
1058,38.961097,-77.008119
1059,38.961996,-77.007756
1060,38.903722,-76.980057
1061,38.903722,-76.978993
1062,38.888678,-76.98365
1063,38.88868,-76.982924
1064,38.898922,-76.987133
1065,38.898927,-76.986395
1066,38.879293,-77.009061
1067,38.87842,-77.009066
1068,38.928096,-77.054166
1069,38.928345,-77.055341
